,name,actual_price,selling_price,offer,rating(outof5),no_of_ratings,no_of_reviews,image_url,memory,dimension,camera,battery,processor,warranty,product_link
238,MTR FERRARI,"₹1,399","₹1,349",3% off,4.1,"7,031 Ratings ", 492 Reviews,,64 MB RAM | 64 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,,800 mAh Battery,12 MONTHS,https://www.flipkart.com/mtr-ferrari/p/itmfhg9gh4gsg2cf?pid=MOBG4S68RVZZUU5E&lid=LSTMOBG4S68RVZZUU5EIQIOBC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_671&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBG4S68RVZZUU5E.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429
239,"vivo Y56 5G (Black Engine, 128 GB)","₹22,999","₹15,999",30% off,4.2,203 Ratings , 13 Reviews,,4 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Mediatek Dimensity 700 Processor,1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/vivo-y56-5g-black-engine-128-gb/p/itm287d611256deb?pid=MOBGMR8HTEHUCZMU&lid=LSTMOBGMR8HTEHUCZMUX4F1XM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_672&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGMR8HTEHUCZMU.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429
240,"SAMSUNG Galaxy M04 (Light Green, 128 GB)","₹11,999","₹8,679",27% off,4.1,"8,860 Ratings ", 514 Reviews,,4 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP,5000 mAh Battery,MediaTek Helio P35 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,https://www.flipkart.com/samsung-galaxy-m04-light-green-128-gb/p/itm51be2bd2271b2?pid=MOBGMAZRBJ5VKZSE&lid=LSTMOBGMAZRBJ5VKZSEC4D4SG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_673&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGMAZRBJ5VKZSE.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
241,"vivo Y200 5G (Jungle Green, 128 GB)","₹27,999","₹21,999",21% off,4.4,917 Ratings , 83 Reviews,,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,64MP + 2MP | 16MP Front Camera,4800 mAh Battery,4 Gen 1 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-y200-5g-jungle-green-128-gb/p/itmc79ade2c32297?pid=MOBGUGG65KUNXJ7Z&lid=LSTMOBGUGG65KUNXJ7ZG8ZWFB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_674&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGUGG65KUNXJ7Z.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
242,Kechaoda K66 The Music House 4,"₹1,999","₹1,190",40% off,3.9,"20,288 Ratings "," 1,435 Reviews",,32 MB RAM | 64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,1.3MP Rear Camera,,400 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.,https://www.flipkart.com/kechaoda-k66-music-house-4/p/itmcf4eb19d6ceeb?pid=MOBGYH85VYKEC5HN&lid=LSTMOBGYH85VYKEC5HNFKA1VH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_675&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGYH85VYKEC5HN.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
243,Kechaoda A27,"₹1,499",₹950,36% off,4,"9,149 Ratings ", 623 Reviews,,,,,,,,https://www.flipkart.com/kechaoda-a27/p/itmfe39duawbf8e5?pid=MOBFE4D2CGKRMVVW&lid=LSTMOBFE4D2CGKRMVVWZT0U0B&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_676&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBFE4D2CGKRMVVW.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
244,"SAMSUNG Galaxy Z Fold5 (Icy Blue, 256 GB)","₹1,59,999","₹1,54,999",3% off,4.6,320 Ratings , 17 Reviews,,12 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Display,50MP + 12MP + 10MP,4400 mAh Battery,Snapdragon 8 Gen 2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-z-fold5-icy-blue-256-gb/p/itmb1d4fce24025c?pid=MOBGRS32N3KHZPH3&lid=LSTMOBGRS32N3KHZPH3ATRLVE&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_677&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGRS32N3KHZPH3.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
245,"OPPO A18 (Glowing Blue, 64 GB)","₹14,999","₹9,999",33% off,4.3,719 Ratings , 38 Reviews,,4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) HD+ Display,8MP + 2MP | 5MP Front Camera,5000 mAh Battery,Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/oppo-a18-glowing-blue-64-gb/p/itm017705291347d?pid=MOBGTR5XNFTHSJTB&lid=LSTMOBGTR5XNFTHSJTBQ2FFHU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_678&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGTR5XNFTHSJTB.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
246,"OPPO A18 (Glowing Black, 64 GB)","₹14,999","₹9,999",33% off,4.3,719 Ratings , 38 Reviews,,4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) HD+ Display,8MP + 2MP | 5MP Front Camera,5000 mAh Battery,Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/oppo-a18-glowing-black-64-gb/p/itm017705291347d?pid=MOBGTR5XDTPJZR8P&lid=LSTMOBGTR5XDTPJZR8PURAGVJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_679&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGTR5XDTPJZR8P.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
247,itel iPower 430 Triple sim|2500 mAh Battery|Expandable Storage upto 32GB,"₹1,899","₹1,549",18% off,4,359 Ratings , 20 Reviews,,8 MB RAM | 8 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,,2500 mAh Battery,12+1 Month Warranty | 111 Days Replacement Offer (Special Offer),https://www.flipkart.com/itel-ipower-430-triple-sim-2500-mah-battery-expandable-storage-upto-32gb/p/itme08646edebea3?pid=MOBGHBGSAPZMRWZ9&lid=LSTMOBGHBGSAPZMRWZ9DUAJXT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_680&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGHBGSAPZMRWZ9.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
248,Kechaoda A27,"₹1,599",₹945,40% off,4,"9,149 Ratings ", 623 Reviews,,,,,,,,https://www.flipkart.com/kechaoda-a27/p/itmfe39duawbf8e5?pid=MOBFP8NWZZXFPWWK&lid=LSTMOBFP8NWZZXFPWWKN3SOFO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_681&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBFP8NWZZXFPWWK.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
249,"REDMI Note 12 Pro 5G (Onyx Black, 256 GB)","₹32,999","₹25,999",21% off,4.1,"1,900 Ratings ", 168 Reviews,,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-note-12-pro-5g-onyx-black-256-gb/p/itm7aa76c2f3f28e?pid=MOBGRV6HTGFAYHDE&lid=LSTMOBGRV6HTGFAYHDEKHADUV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_682&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGRV6HTGFAYHDE.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
250,"SAMSUNG Galaxy A34 5G (Awesome Lime, 256 GB)","₹39,499","₹30,999",21% off,4.2,"5,035 Ratings ", 429 Reviews,,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,48MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Li-ion Battery Battery,"Dimensity 1080, Octa Core Processor",1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-lime-256-gb/p/itm6b1715a1603c2?pid=MOBGNE4SG9GJFV3P&lid=LSTMOBGNE4SG9GJFV3PK5SU0T&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_683&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGNE4SG9GJFV3P.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
251,"REDMI Note 11 (Starburst White, 64 GB)","₹17,999","₹11,790",34% off,4.2,"2,749 Ratings ", 198 Reviews,,4 GB RAM | 64 GB ROM,16.33 cm (6.43 inch) Display,50MP Rear Camera,,5000 mAh Battery,1 Year Warranty,https://www.flipkart.com/redmi-note-11-starburst-white-64-gb/p/itme81102bba3838?pid=MOBGHDXJNRAAV5HV&lid=LSTMOBGHDXJNRAAV5HVWE0MHD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_684&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGHDXJNRAAV5HV.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
252,"APPLE iPhone 14 ((PRODUCT)RED, 512 GB)","₹99,900","₹88,999",10% off,4.6,"2,55,867 Ratings "," 9,906 Reviews",,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://www.flipkart.com/apple-iphone-14-product-red-512-gb/p/itm9b970895ea4d5?pid=MOBGHWFHS87QNJ32&lid=LSTMOBGHWFHS87QNJ32W9IACJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_685&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGHWFHS87QNJ32.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
253,itel it5029 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,"₹1,799","₹1,325",26% off,4,261 Ratings , 19 Reviews,,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,,1200 mAh Battery,1 Year Warranty for device 6 months for accessories,https://www.flipkart.com/itel-it5029-keypad-mobile-1200-mah-battery-expandable-storage-upto-32gb/p/itm92ccc55bf1fad?pid=MOBGKQPDY95GNPQM&lid=LSTMOBGKQPDY95GNPQMWGYB0T&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_686&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGKQPDY95GNPQM.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
254,Kechaoda K66 The Music House 4,"₹1,999","₹1,159",42% off,3.9,"20,288 Ratings "," 1,435 Reviews",,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,,400 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.,https://www.flipkart.com/kechaoda-k66-music-house-4/p/itmcf4eb19d6ceeb?pid=MOBG53K6DHM8TCAH&lid=LSTMOBG53K6DHM8TCAHLPTGLM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_687&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBG53K6DHM8TCAH.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
255,"SAMSUNG Galaxy Z Flip5 (Mint, 256 GB)","₹1,02,999","₹99,999",2% off,4.4,529 Ratings , 40 Reviews,,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,12MP + 12MP | 10MP Front Camera,3700 mAh Battery,Snapdragon 8 Gen 2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-z-flip5-mint-256-gb/p/itm3038611e95123?pid=MOBGRS32NXYPBYMB&lid=LSTMOBGRS32NXYPBYMBRJJ8Z4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_688&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGRS32NXYPBYMB.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
256,"OnePlus Nord 3 5G (Tempest Gray, 256 GB)","₹37,999","₹35,200",7% off,4.4,907 Ratings , 76 Reviews,,16 GB RAM | 256 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,,5000 mAh Battery,Domestic 1 Year of Device & 6 Months for In-Box Accessories,https://www.flipkart.com/oneplus-nord-3-5g-tempest-gray-256-gb/p/itm5fc87afce35dc?pid=MOBGRK35QGGTMTZ3&lid=LSTMOBGRK35QGGTMTZ3WDSRAQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_689&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGRK35QGGTMTZ3.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
257,"realme Narzo 60X 5G (Nebula Purple, 128 GB)","₹15,999","₹14,376",10% off,4.3,"1,018 Ratings ", 67 Reviews,,6 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,,5000 mAh Battery,Domestic Warranty 1 Year For Handset and 6 Months For Accessories.,https://www.flipkart.com/realme-narzo-60x-5g-nebula-purple-128-gb/p/itm906a3c913a97f?pid=MOBGTNS6C5MAJPMZ&lid=LSTMOBGTNS6C5MAJPMZJGGZ3J&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_690&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGTNS6C5MAJPMZ.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
258,"SAMSUNG Galaxy Z Flip3 5G (Cream, 256 GB)","₹99,999","₹58,390",41% off,4.3,"7,170 Ratings ", 477 Reviews,,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,12MP + 12MP | 10MP Front Camera,3300 mAh Lithium-ion Battery,Qualcomm Snapdragon 888 Octa-Core Processor,1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-z-flip3-5g-cream-256-gb/p/itm304db41192be1?pid=MOBG6YQHJZKMW7ZC&lid=LSTMOBG6YQHJZKMW7ZCRR4N0Z&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_691&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBG6YQHJZKMW7ZC.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
259,Good One G115,"₹1,999","₹1,049",47% off,3.7,154 Ratings , 25 Reviews,,32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) Display,2MP Rear Camera,,800 mAh Battery,1 YEAR WARRANTY,https://www.flipkart.com/good-one-g115/p/itmfec4655e0e85d?pid=MOBGZYDE8BHPJNZW&lid=LSTMOBGZYDE8BHPJNZW1GCU08&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_692&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGZYDE8BHPJNZW.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
260,"MOTOROLA e13 (Aurora Green, 128 GB)","₹10,999","₹7,499",31% off,4.1,"23,486 Ratings "," 1,449 Reviews",,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-e13-aurora-green-128-gb/p/itm87151a7bb1a4f?pid=MOBGQFX6HYNXCYGX&lid=LSTMOBGQFX6HYNXCYGXGXJTTI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_693&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGQFX6HYNXCYGX.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
261,LAVA A1 Josh BOL,"₹1,399","₹1,028",26% off,4.1,414 Ratings , 28 Reviews,,,,,,,,https://www.flipkart.com/lava-a1-josh-bol/p/itm35b50decd618d?pid=MOBGPWJ4RUNKMTQJ&lid=LSTMOBGPWJ4RUNKMTQJSF4PGX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_694&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGPWJ4RUNKMTQJ.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
262,"APPLE iPhone 15 Plus (Green, 128 GB)","₹89,900","₹87,900",2% off,4.7,"1,049 Ratings ", 123 Reviews,,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://www.flipkart.com/apple-iphone-15-plus-green-128-gb/p/itmaa50abb5e6c3b?pid=MOBGTAGPJVGHTAYC&lid=LSTMOBGTAGPJVGHTAYCTGIMN2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_695&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGTAGPJVGHTAYC.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
263,Kechaoda K33,"₹1,499","₹1,120",25% off,4,"9,421 Ratings ", 587 Reviews,,32 MB RAM | 32 MB ROM,3.56 cm (1.4 inch) Display,0.3MP Rear Camera,,800 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.,https://www.flipkart.com/kechaoda-k33/p/itmfgptkyrquqg9a?pid=MOBFZKUQSG4NACZ9&lid=LSTMOBFZKUQSG4NACZ9DMS7BX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_696&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBFZKUQSG4NACZ9.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429
264,Micromax X512,"₹1,799","₹1,399",22% off,3.9,626 Ratings , 30 Reviews,,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,,1750 mAh Battery,1 Year Warranty,https://www.flipkart.com/micromax-x512/p/itmfhwvhrwhxq5tu?pid=MOBG8Z47Q9FT9AKJ&lid=LSTMOBG8Z47Q9FT9AKJ4QXFST&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_697&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBG8Z47Q9FT9AKJ.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429
265,KARBONN K9,"₹1,399","₹1,280",8% off,4.1,"8,542 Ratings ", 695 Reviews,,,,,,,,https://www.flipkart.com/karbonn-k9/p/itmeuyd93zvjmfg6?pid=MOBE8YFG5XGWFHNF&lid=LSTMOBE8YFG5XGWFHNFJNFDOZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_698&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBE8YFG5XGWFHNF.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429
266,"realme Narzo N53 (Feather Gold, 64 GB)","₹10,999","₹9,134",16% off,4.2,"4,056 Ratings ", 230 Reviews,,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,,5000 mAh Battery,Domestic 1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/realme-narzo-n53-feather-gold-64-gb/p/itm22a9825c69d07?pid=MOBGSYMFYSCFW3FC&lid=LSTMOBGSYMFYSCFW3FCRNIDOY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_699&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGSYMFYSCFW3FC.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429
267,"realme Narzo N53 (Feather Black, 128 GB)","₹12,999","₹10,620",18% off,4.2,"4,013 Ratings ", 203 Reviews,,6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,,5000 mAh Battery,Domestic 1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/realme-narzo-n53-feather-black-128-gb/p/itmab57ecd580f66?pid=MOBGRUFMFWBY3HWG&lid=LSTMOBGRUFMFWBY3HWGLWCIWI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_700&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGRUFMFWBY3HWG.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429
268,"MOTOROLA e13 (Aurora Green, 128 GB)","₹10,999","₹7,499",31% off,4.1,"23,486 Ratings "," 1,449 Reviews",,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-e13-aurora-green-128-gb/p/itm87151a7bb1a4f?pid=MOBGQFX6HYNXCYGX&lid=LSTMOBGQFX6HYNXCYGXGXJTTI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_701&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGQFX6HYNXCYGX.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429
269,"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Glorious Orange, 32 GB)","₹6,799","₹5,599",17% off,4.1,15 Ratings , 1 Reviews,,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,16.76 cm (6.6 inch) HD Display,5MP + 0.3MP,4000 mAh Battery,Unisoc SC9863A1 Processor,1 year manufacturer Warranty,https://www.flipkart.com/itel-aura-05i-leather-finish-4000-mah-battery-type-c-charging-support-glorious-orange-32-gb/p/itm4f0cfc3340fac?pid=MOBGVH4F4HJYDK2D&lid=LSTMOBGVH4F4HJYDK2DKQYK6B&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_702&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGVH4F4HJYDK2D.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429
270,KARBONN K531,"₹1,790","₹1,299",27% off,3.9,898 Ratings , 76 Reviews,,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,,1800 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.,https://www.flipkart.com/karbonn-k531/p/itm82f280efc0764?pid=MOBGMEPEGVBVGPGF&lid=LSTMOBGMEPEGVBVGPGFYM8TRX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_703&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGMEPEGVBVGPGF.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429
271,"I Kall Z19Pro (Blue, 64 GB)","₹10,499","₹7,599",27% off,3.3,"1,528 Ratings ", 77 Reviews,,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Octa Core Processor,1 Year Domestic Warrantyages,https://www.flipkart.com/kall-z19pro-blue-64-gb/p/itmb00af535da884?pid=MOBGHE53CVH36BAG&lid=LSTMOBGHE53CVH36BAGCZN1VF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_704&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGHE53CVH36BAG.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429
