actual_price,selling_price,offer,rating(outof5),no_of_ratings,no_of_reviews,battery,processor,warranty,product_link,Mobile_name,extracted_memory,RAM(in GB),ROM(in GB),expandable_memory,screen_size,display_type,rear_camera(in MP),front_camera(in MP),Model
41990,37999,9% off,4.4,7699,1021,4600.0,Mediatek Dimensity 8200 Processor,1.0,https://www.flipkart.com/vivo-v27-pro-5g-magic-blue-128-gb/p/itmb928965669f5c?pid=MOBGN48FCBHMFUX9&lid=LSTMOBGN48FCBHMFUX9YDOXTG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_653&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGN48FCBHMFUX9.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,vivo V27 Pro 5G,128 GB,8 GB,128 GB,Not Expandable,17.22 cm,Full HD,60.0MP,50MP,vivo
59999,54999,8% off,4.5,1954,386,4700.0,Snapdragon 8+ Gen 1 Processor,1.0,https://www.flipkart.com/oppo-reno10-pro-5g-glossy-purple-256-gb/p/itm0c255bc2351f1?pid=MOBGQP3UTQTRCZ83&lid=LSTMOBGQP3UTQTRCZ83V5WAAT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_654&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGQP3UTQTRCZ83.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,OPPO Reno10 Pro+ 5G,256 GB,12 GB,256 GB,Not Expandable,17.12 cm,Full HD,122.0MP,32MP,OPPO
41990,37999,9% off,4.4,7699,1021,4600.0,Mediatek Dimensity 8200 Processor,1.0,https://www.flipkart.com/vivo-v27-pro-5g-noble-black-128-gb/p/itmb928965669f5c?pid=MOBGN48FH5QXAZ3K&lid=LSTMOBGN48FH5QXAZ3KIBD8R8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_655&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGN48FH5QXAZ3K.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,vivo V27 Pro 5G,128 GB,8 GB,128 GB,Not Expandable,17.22 cm,Full HD,60.0MP,50MP,vivo
15999,12999,18% off,4.2,100,6918,5000.0,Mediatek Dimensity 700 Processor,1.0,https://www.flipkart.com/poco-m4-5g-power-black-64-gb/p/itmdca739218a8a0?pid=MOBGDRGPZTSHNQ5H&lid=LSTMOBGDRGPZTSHNQ5HK2U5VI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_658&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGDRGPZTSHNQ5H.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,POCO M4 5G,64 GB,4 GB,64 GB,512 GB,16.71 cm,Full HD,52.0MP,8MP,POCO
149999,99999,33% off,4.6,2553,271,5000.0,Qualcomm Snapdragon 8 Gen 2 Processor,1.0,https://www.flipkart.com/samsung-galaxy-s23-ultra-5g-phantom-black-256-gb/p/itm15952643ba06d?pid=MOBGMFFX6E6SGYWC&lid=LSTMOBGMFFX6E6SGYWCF0WEXV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_661&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGMFFX6E6SGYWC.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,SAMSUNG Galaxy S23 Ultra 5G,256 GB,12 GB,256 GB,Not Expandable,17.27 cm,HD,232.0MP,12MP,SAMSUNG
40999,23999,41% off,4.2,716,104,4500.0,Qualcomm Snapdragon 888 Processor,1.0,https://www.flipkart.com/realme-gt-5g-dashing-blue-128-gb/p/itm9ae1d9198cd93?pid=MOBG5JPXTFPYFWZQ&lid=LSTMOBG5JPXTFPYFWZQLQIT5C&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_662&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBG5JPXTFPYFWZQ.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,realme GT 5G,128 GB,8 GB,128 GB,Not Expandable,16.33 cm,Full HD,74.0MP,16MP,realme
15999,11499,28% off,4.3,719,38,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/oppo-a18-glowing-blue-128-gb/p/itm017705291347d?pid=MOBGTR5XBFFHDXZD&lid=LSTMOBGTR5XBFFHDXZDMVYSOG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_663&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGTR5XBFFHDXZD.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,OPPO A18,128 GB,4 GB,128 GB,Not Expandable,16.66 cm,HD,10.0MP,5MP,OPPO
15999,11499,28% off,4.3,719,38,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/oppo-a18-glowing-black-128-gb/p/itm017705291347d?pid=MOBGTR5XGARDZZJD&lid=LSTMOBGTR5XGARDZZJDWTGPL2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_664&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGTR5XGARDZZJD.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,OPPO A18,128 GB,4 GB,128 GB,Not Expandable,16.66 cm,HD,10.0MP,5MP,OPPO
28999,22999,20% off,4.2,952,64,5000.0,Snapdragon 695 Processor,1.0,https://www.flipkart.com/oppo-f23-5g-cool-black-256-gb/p/itm7a0b753b2e0d3?pid=MOBGSGZJ8KF9ZBUK&lid=LSTMOBGSGZJ8KF9ZBUKS0FFHZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_665&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGSGZJ8KF9ZBUK.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,OPPO F23 5G,256 GB,8 GB,256 GB,Not Expandable,17.07 cm,Full HD,68.0MP,32MP,OPPO
10499,7599,27% off,3.3,1528,77,5000.0,Octa Core Processor,1.0,https://www.flipkart.com/kall-z19pro-blue-64-gb/p/itmb00af535da884?pid=MOBGHE53CVH36BAG&lid=LSTMOBGHE53CVH36BAGCZN1VF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_669&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGHE53CVH36BAG.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,I Kall Z19Pro,64 GB,4 GB,64 GB,128 GB,16.51 cm,HD,13.0MP,8MP,I
22999,15999,30% off,4.2,203,13,5000.0,Mediatek Dimensity 700 Processor,1.0,https://www.flipkart.com/vivo-y56-5g-orange-shimmer-128-gb/p/itm287d611256deb?pid=MOBGMR8HBVZAFXW6&lid=LSTMOBGMR8HBVZAFXW6N2RNST&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_670&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGMR8HBVZAFXW6.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,vivo Y56 5G,128 GB,4 GB,128 GB,Not Expandable,16.71 cm,Full HD,52.0MP,16MP,vivo
22999,15999,30% off,4.2,203,13,5000.0,Mediatek Dimensity 700 Processor,1.0,https://www.flipkart.com/vivo-y56-5g-black-engine-128-gb/p/itm287d611256deb?pid=MOBGMR8HTEHUCZMU&lid=LSTMOBGMR8HTEHUCZMUX4F1XM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_672&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGMR8HTEHUCZMU.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,vivo Y56 5G,128 GB,4 GB,128 GB,Not Expandable,16.71 cm,Full HD,52.0MP,16MP,vivo
27999,21999,21% off,4.4,917,83,4800.0,4 Gen 1 Processor,1.0,https://www.flipkart.com/vivo-y200-5g-jungle-green-128-gb/p/itmc79ade2c32297?pid=MOBGUGG65KUNXJ7Z&lid=LSTMOBGUGG65KUNXJ7ZG8ZWFB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_674&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGUGG65KUNXJ7Z.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429,vivo Y200 5G,128 GB,8 GB,128 GB,Not Expandable,16.94 cm,Full HD,66.0MP,16MP,vivo
159999,154999,3% off,4.6,320,17,4400.0,Snapdragon 8 Gen 2 Processor,1.0,https://www.flipkart.com/samsung-galaxy-z-fold5-icy-blue-256-gb/p/itmb1d4fce24025c?pid=MOBGRS32N3KHZPH3&lid=LSTMOBGRS32N3KHZPH3ATRLVE&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_677&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGRS32N3KHZPH3.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429,SAMSUNG Galaxy Z Fold5,256 GB,12 GB,256 GB,Not Expandable,15.75 cm,Normal Display,72.0MP,Unknown,SAMSUNG
14999,9999,33% off,4.3,719,38,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/oppo-a18-glowing-blue-64-gb/p/itm017705291347d?pid=MOBGTR5XNFTHSJTB&lid=LSTMOBGTR5XNFTHSJTBQ2FFHU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_678&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGTR5XNFTHSJTB.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429,OPPO A18,64 GB,4 GB,64 GB,Not Expandable,16.66 cm,HD,10.0MP,5MP,OPPO
14999,9999,33% off,4.3,719,38,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/oppo-a18-glowing-black-64-gb/p/itm017705291347d?pid=MOBGTR5XDTPJZR8P&lid=LSTMOBGTR5XDTPJZR8PURAGVJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_679&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGTR5XDTPJZR8P.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429,OPPO A18,64 GB,4 GB,64 GB,Not Expandable,16.66 cm,HD,10.0MP,5MP,OPPO
32999,25999,21% off,4.1,1900,168,5000.0,Mediatek Dimensity 1080 Processor,1.0,https://www.flipkart.com/redmi-note-12-pro-5g-onyx-black-256-gb/p/itm7aa76c2f3f28e?pid=MOBGRV6HTGFAYHDE&lid=LSTMOBGRV6HTGFAYHDEKHADUV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_682&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGRV6HTGFAYHDE.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429,REDMI Note 12 Pro 5G,256 GB,12 GB,256 GB,Not Expandable,16.94 cm,AMOLED,60.0MP,16MP,REDMI
102999,99999,2% off,4.4,529,40,3700.0,Snapdragon 8 Gen 2 Processor,1.0,https://www.flipkart.com/samsung-galaxy-z-flip5-mint-256-gb/p/itm3038611e95123?pid=MOBGRS32NXYPBYMB&lid=LSTMOBGRS32NXYPBYMBRJJ8Z4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_688&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGRS32NXYPBYMB.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429,SAMSUNG Galaxy Z Flip5,256 GB,8 GB,256 GB,Not Expandable,17.02 cm,Normal Display,24.0MP,10MP,SAMSUNG
99999,58390,41% off,4.3,7170,477,3300.0,Qualcomm Snapdragon 888 Octa-Core Processor,1.0,https://www.flipkart.com/samsung-galaxy-z-flip3-5g-cream-256-gb/p/itm304db41192be1?pid=MOBG6YQHJZKMW7ZC&lid=LSTMOBG6YQHJZKMW7ZCRR4N0Z&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_691&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBG6YQHJZKMW7ZC.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429,SAMSUNG Galaxy Z Flip3 5G,256 GB,8 GB,256 GB,Not Expandable,17.02 cm,Full HD,24.0MP,10MP,SAMSUNG
10999,7499,31% off,4.1,23486,1449,5000.0,Unisoc T606 Processor,1.0,https://www.flipkart.com/motorola-e13-aurora-green-128-gb/p/itm87151a7bb1a4f?pid=MOBGQFX6HYNXCYGX&lid=LSTMOBGQFX6HYNXCYGXGXJTTI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_29_693&otracker=search&otracker1=search&fm=organic&iid=c2579f99-c9a5-4bd1-8126-17b33e05ffe9.MOBGQFX6HYNXCYGX.SEARCH&ppt=None&ppn=None&ssid=0ylhqh479s0000001703699145941&qH=eb4af0bf07c16429,MOTOROLA e13,128 GB,8 GB,128 GB,Not Expandable,16.51 cm,HD,13.0MP,5MP,MOTOROLA
10999,7499,31% off,4.1,23486,1449,5000.0,Unisoc T606 Processor,1.0,https://www.flipkart.com/motorola-e13-aurora-green-128-gb/p/itm87151a7bb1a4f?pid=MOBGQFX6HYNXCYGX&lid=LSTMOBGQFX6HYNXCYGXGXJTTI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_701&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGQFX6HYNXCYGX.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429,MOTOROLA e13,128 GB,8 GB,128 GB,Not Expandable,16.51 cm,HD,13.0MP,5MP,MOTOROLA
10499,7599,27% off,3.3,1528,77,5000.0,Octa Core Processor,1.0,https://www.flipkart.com/kall-z19pro-blue-64-gb/p/itmb00af535da884?pid=MOBGHE53CVH36BAG&lid=LSTMOBGHE53CVH36BAGCZN1VF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_704&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGHE53CVH36BAG.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429,I Kall Z19Pro,64 GB,4 GB,64 GB,128 GB,16.51 cm,HD,13.0MP,8MP,I
59999,54999,8% off,4.5,1954,386,4700.0,Snapdragon 8+ Gen 1 Processor,1.0,https://www.flipkart.com/oppo-reno10-pro-5g-glossy-purple-256-gb/p/itm0c255bc2351f1?pid=MOBGQP3UTQTRCZ83&lid=LSTMOBGQP3UTQTRCZ83V5WAAT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_706&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGQP3UTQTRCZ83.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429,OPPO Reno10 Pro+ 5G,256 GB,12 GB,256 GB,Not Expandable,17.12 cm,Full HD,122.0MP,32MP,OPPO
59999,54999,8% off,4.5,1954,386,4700.0,Snapdragon 8+ Gen 1 Processor,1.0,https://www.flipkart.com/oppo-reno10-pro-5g-silvery-grey-256-gb/p/itm0c255bc2351f1?pid=MOBGQP3USTPEYZH6&lid=LSTMOBGQP3USTPEYZH6F2SKXS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_707&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGQP3USTPEYZH6.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429,OPPO Reno10 Pro+ 5G,256 GB,12 GB,256 GB,Not Expandable,17.12 cm,Full HD,122.0MP,32MP,OPPO
102999,99999,2% off,4.4,529,40,3700.0,Snapdragon 8 Gen 2 Processor,1.0,https://www.flipkart.com/samsung-galaxy-z-flip5-cream-256-gb/p/itm1ae4ac514a962?pid=MOBGRS32HTY6FHB2&lid=LSTMOBGRS32HTY6FHB2OMALSY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_708&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGRS32HTY6FHB2.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429,SAMSUNG Galaxy Z Flip5,256 GB,8 GB,256 GB,Not Expandable,17.02 cm,Normal Display,24.0MP,10MP,SAMSUNG
3999,2999,25% off,3.5,77,15,1750.0,SC9830A Processor,1.0,https://www.flipkart.com/lyf-flame-7s-black-8-gb/p/itmc3c7509b37a7e?pid=MOBGK4JVXRGZB4HQ&lid=LSTMOBGK4JVXRGZB4HQTL4HGC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_710&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGK4JVXRGZB4HQ.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429,LYF Flame 7S,8 GB,1 GB,8 GB,32 GB,10.16 cm,Normal Display,5.0MP,2MP,LYF
1499,975,34% off,4.0,22,2,800.0,NA Processor,1.0,https://www.flipkart.com/kechaoda-a26-grey/p/itm4b48ed3428686?pid=MOBGTYNQZF4YEAC9&lid=LSTMOBGTYNQZF4YEAC9G4IWO8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_711&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGTYNQZF4YEAC9.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429,Kechaoda A26_Grey,Unknown,Unknown,16 GB,Not Expandable,1.68 cm,Normal Display,0.0MP,0MP,Kechaoda
16999,11488,32% off,4.3,318,22,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/vivo-y17s-forest-green-128-gb/p/itmc0b62213bf3c8?pid=MOBGUFV94XSJBPCX&lid=LSTMOBGUFV94XSJBPCXBWM5T7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_713&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGUFV94XSJBPCX.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429,vivo Y17s,128 GB,4 GB,128 GB,Not Expandable,16.66 cm,HD,52.0MP,8MP,vivo
18999,12999,31% off,4.2,965,48,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/vivo-y27-burgundy-black-128-gb/p/itm78b2110c431dd?pid=MOBGR5TSZH4ZGVZT&lid=LSTMOBGR5TSZH4ZGVZTSA5BUC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_30_717&otracker=search&otracker1=search&fm=organic&iid=9b4729ef-9e4a-4c5e-bcb8-4be03edbfbb3.MOBGR5TSZH4ZGVZT.SEARCH&ppt=None&ppn=None&ssid=6bbyd8hrnk0000001703699147724&qH=eb4af0bf07c16429,vivo Y27,128 GB,6 GB,128 GB,Not Expandable,16.87 cm,Full HD,52.0MP,8MP,vivo
41999,36999,11% off,4.2,2658,262,5000.0,"Exynos 1380, Octa Core Processor",1.0,https://www.flipkart.com/samsung-galaxy-a54-5g-awesome-graphite-128-gb/p/itm3474dcb32e38b?pid=MOBGNE4SFB9HPZST&lid=LSTMOBGNE4SFB9HPZST3OPZVQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_36_841&otracker=search&otracker1=search&fm=organic&iid=1138a882-3605-4afa-b225-2a763bc77a7d.MOBGNE4SFB9HPZST.SEARCH&ppt=None&ppn=None&ssid=xex24oeyxc0000001703701581607&qH=eb4af0bf07c16429,SAMSUNG Galaxy A54 5G,128 GB,8 GB,128 GB,Not Expandable,16.26 cm,Full HD,67.0MP,32MP,SAMSUNG
45990,42999,6% off,4.4,1361,155,4600.0,Mediatek Dimensity 8200 Processor,1.0,https://www.flipkart.com/vivo-v27-pro-5g-magic-blue-256-gb/p/itmb928965669f5c?pid=MOBGN48FWCZPCHXG&lid=LSTMOBGN48FWCZPCHXGWE54XW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_36_843&otracker=search&otracker1=search&fm=organic&iid=1138a882-3605-4afa-b225-2a763bc77a7d.MOBGN48FWCZPCHXG.SEARCH&ppt=None&ppn=None&ssid=xex24oeyxc0000001703701581607&qH=eb4af0bf07c16429,vivo V27 Pro 5G,256 GB,12 GB,256 GB,Not Expandable,17.22 cm,Full HD,60.0MP,50MP,vivo
23990,16999,29% off,4.3,7698,570,5000.0,Qualcomm Snapdragon 680 Processor,1.0,https://www.flipkart.com/vivo-t1-44w-starry-sky-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVHYFKQP8K&lid=LSTMOBGDRHVHYFKQP8KLF8BBR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_36_844&otracker=search&otracker1=search&fm=organic&iid=1138a882-3605-4afa-b225-2a763bc77a7d.MOBGDRHVHYFKQP8K.SEARCH&ppt=None&ppn=None&ssid=xex24oeyxc0000001703701581607&qH=eb4af0bf07c16429,vivo T1 44W,128 GB,8 GB,128 GB,Not Expandable,16.36 cm,AMOLED,54.0MP,16MP,vivo
34999,29999,14% off,4.3,5686,731,4500.0,Qualcomm Snapdragon 870 Processor,2.0,https://www.flipkart.com/poco-f4-5g-night-black-128-gb/p/itm0508208a368c7?pid=MOBGE8538HZHG2UH&lid=LSTMOBGE8538HZHG2UHSO1V4M&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_36_847&otracker=search&otracker1=search&fm=organic&iid=1138a882-3605-4afa-b225-2a763bc77a7d.MOBGE8538HZHG2UH.SEARCH&ppt=None&ppn=None&ssid=xex24oeyxc0000001703701581607&qH=eb4af0bf07c16429,POCO F4 5G,128 GB,8 GB,128 GB,Not Expandable,16.94 cm,Full HD,74.0MP,20MP,POCO
7999,5640,29% off,4.2,1018,54,4000.0,Quad Core Processor,1.0,https://www.flipkart.com/itel-a49-dome-blue-32-gb/p/itmdf287ee94e9e8?pid=MOBGCC6FJ4PJT74V&lid=LSTMOBGCC6FJ4PJT74V9SEZEM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_36_851&otracker=search&otracker1=search&fm=organic&iid=1138a882-3605-4afa-b225-2a763bc77a7d.MOBGCC6FJ4PJT74V.SEARCH&ppt=None&ppn=None&ssid=xex24oeyxc0000001703701581607&qH=eb4af0bf07c16429,itel A49,32 GB,2 GB,32 GB,128 GB,16.76 cm,HD,5.0MP,5MP,itel
95999,79999,16% off,4.5,3484,469,3900.0,Qualcomm Snapdragon 8 Gen 2 Processor,1.0,https://www.flipkart.com/samsung-galaxy-s23-5g-cream-256-gb/p/itm745d4b532623e?pid=MOBGMFFXURCVYANE&lid=LSTMOBGMFFXURCVYANE4SRNTK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_36_852&otracker=search&otracker1=search&fm=organic&iid=1138a882-3605-4afa-b225-2a763bc77a7d.MOBGMFFXURCVYANE.SEARCH&ppt=None&ppn=None&ssid=xex24oeyxc0000001703701581607&qH=eb4af0bf07c16429,SAMSUNG Galaxy S23 5G,256 GB,8 GB,256 GB,Not Expandable,15.49 cm,Full HD,72.0MP,12MP,SAMSUNG
21999,14999,31% off,4.2,875,49,5000.0,Snapdragon 680 Processor,1.0,https://www.flipkart.com/vivo-y36-meteor-black-128-gb/p/itm32921c8885565?pid=MOBGQFXZHX7FRKAG&lid=LSTMOBGQFXZHX7FRKAGPDWZX2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_36_854&otracker=search&otracker1=search&fm=organic&iid=1138a882-3605-4afa-b225-2a763bc77a7d.MOBGQFXZHX7FRKAG.SEARCH&ppt=None&ppn=None&ssid=xex24oeyxc0000001703701581607&qH=eb4af0bf07c16429,vivo Y36,128 GB,8 GB,128 GB,Not Expandable,16.87 cm,Full HD,52.0MP,16MP,vivo
44999,39999,11% off,4.4,7699,1021,4600.0,Mediatek Dimensity 8200 Processor,1.0,https://www.flipkart.com/vivo-v27-pro-5g-magic-blue-256-gb/p/itmb928965669f5c?pid=MOBGN39EBRDT3JUR&lid=LSTMOBGN39EBRDT3JURN9EXXW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_36_855&otracker=search&otracker1=search&fm=organic&iid=1138a882-3605-4afa-b225-2a763bc77a7d.MOBGN39EBRDT3JUR.SEARCH&ppt=None&ppn=None&ssid=xex24oeyxc0000001703701581607&qH=eb4af0bf07c16429,vivo V27 Pro 5G,256 GB,8 GB,256 GB,Not Expandable,17.22 cm,Full HD,60.0MP,50MP,vivo
22999,15999,30% off,4.2,203,13,5000.0,Mediatek Dimensity 700 Processor,1.0,https://www.flipkart.com/vivo-y56-5g-orange-shimmer-128-gb/p/itm287d611256deb?pid=MOBGMR8HBVZAFXW6&lid=LSTMOBGMR8HBVZAFXW6N2RNST&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_36_856&otracker=search&otracker1=search&fm=organic&iid=1138a882-3605-4afa-b225-2a763bc77a7d.MOBGMR8HBVZAFXW6.SEARCH&ppt=None&ppn=None&ssid=xex24oeyxc0000001703701581607&qH=eb4af0bf07c16429,vivo Y56 5G,128 GB,4 GB,128 GB,Not Expandable,16.71 cm,Full HD,52.0MP,16MP,vivo
